School_Year,LEA_Name,School_Name,LEA_Code,School_Code,LEA_ID_NCES,School_Type_State,School_Type_NCES,Web_Site,Charter_Status,SY_Start_School_Opp_Status,School_Address_Mailing_2,School_City,ZIP_Code_Mailing,School_Address_Location_1,School_Address_Location_2,School_ZIP_Code_Location,PreK_3,Prek_4,Preschool,Kindergarten,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Ungraded,No_Grade,Grade_Adult,MAR_MATCHADDRESS,MAR_XCOORD,MAR_YCOORD,MAR_LATITUDE,MAR_LONGITUDE,MAR_WARD,MAR_CENSUS_TRACT,MAR_ZIPCODE,MARID,MAR_SCORE,MAR_SOURCEOPERATION,MAR_IGNORE
2012-2013,District of Columbia Public Schools,Mamie D Lee School,1,265,1100030,Special Education school,Special Education school,www.dcps.dc.gov,No,Open,NULL,Washington,20011,100 Gallatin St  NE,NULL,20011,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,100 GALLATIN STREET NE,399373.74000000,142734.73000000,38.95251344,-77.00722496,Ward 5,009508,20011,294470,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Leckie ES,1,266,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,4201 M L  King Ave  SW,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4201 MARTIN LUTHER KING JR AVENUE SW,398880.58000000,128934.66000000,38.82819678,-77.01289191,Ward 8,009807,20032,294592,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Ludlow Taylor ES,1,271,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,659 G St  NE,NULL,20002,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,659 G STREET NE,400304.26000000,136765.86000000,38.89874414,-76.99649249,Ward 6,008302,20002,294494,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Key ES,1,272,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20016,5001 Dana Pl  NW,NULL,20016,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5001 DANA PLACE NW,391283.15000000,139885.29000000,38.92680184,-77.10052732,Ward 3,000902,20016,294605,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Mann ES,1,273,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20016,4430 Newark St  NW,NULL,20016,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4430 NEWARK STREET NW,392385.28000000,140715.66000000,38.93429231,-77.08782619,Ward 3,000801,20016,294597,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Maury ES,1,274,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,1250 Constitution Ave  NE,NULL,20002,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,1250 CONSTITUTION AVENUE NE,400984.00000000,136037.82000000,38.89218519,-76.98865750,Ward 6,008002,20002,294511,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Miner ES,1,280,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,601 15th St  NE,NULL,20002,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,601 15TH STREET NE,401483.00000000,136614.12000000,38.89737602,-76.98290432,Ward 6,007901,20002,289548,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Marie Reed ES,1,284,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20009,2201 18th St NW,NULL,20009,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,2201 18TH STREET NW,396459.87000000,139027.66000000,38.91911214,-77.04082224,Ward 1,003800,20009,310614,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Moten ES,1,285,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,1565 Morris Rd SE,NULL,20020,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,1565 MORRIS ROAD SE,401480.43000000,132093.89000000,38.85665600,-76.98294368,Ward 8,007407,20020,294524,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Murch ES,1,287,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20008,4810 36th St  NW,NULL,20008,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4810 36TH STREET NW,393925.57000000,142783.67000000,38.95293352,-77.07007921,Ward 3,001100,20008,294602,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Nalle ES,1,288,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,219 50th St  SE,NULL,20019,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,219 50TH STREET SE,406004.16000000,135348.37000000,38.88595442,-76.93079651,Ward 7,009904,20019,294474,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Noyes EC,1,290,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20018,2725 10th St  NE,NULL,20018,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,2725 10TH STREET NE,400707.33000000,139700.26000000,38.92517798,-76.99184288,Ward 5,009302,20018,289594,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Orr ES,1,291,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,2200 Minnesota Ave  SE,NULL,20020,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,2200 MINNESOTA AVENUE SE,402214.23000000,133774.84000000,38.87179716,-76.97448402,Ward 8,007601,20020,294539,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Oyster Adams Bilingual School (Oyster),1,292,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20008,2801 Calvert St NW,NULL,20008,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,2801 CALVERT STREET NW,395039.60000000,139526.15000000,38.92359583,-77.05720337,Ward 3,000501,20008,275944,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Patterson ES,1,294,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,4399 S Capitol Terr  SW,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,4399 SOUTH CAPITOL TERRACE SW,399263.25000000,128798.03000000,38.82696636,-77.00848471,Ward 8,009807,20032,301073,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Payne ES,1,295,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20003,1445 C St SE,NULL,20003,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,1445 C STREET SE,401302.84000000,135259.20000000,38.88517068,-76.98498373,Ward 6,006900,20003,289721,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Bruce Monroe ES at Park View,1,296,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20010,3560 Warder St  NW,NULL,20010,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,3560 WARDER STREET NW,398163.16000000,140725.73000000,38.93441410,-77.02118567,Ward 1,003200,20010,294583,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Plummer ES,1,299,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,4601 Texas Ave  SE,NULL,20019,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4601 TEXAS AVENUE SE,405211.23000000,135490.54000000,38.88724020,-76.93993468,Ward 7,009906,20019,19536,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Powell ES,1,300,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,1350 Upshur St  NW,NULL,20011,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,1350 UPSHUR STREET NW,397292.79000000,141516.39000000,38.94153434,-77.03122742,Ward 4,002502,20011,255302,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Peabody ES (Capitol Hill Cluster),1,301,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,425 C St  NE,NULL,20002,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,425 C STREET NE,400012.32000000,136116.70000000,38.89289632,-76.99985799,Ward 6,008200,20002,288145,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Raymond EC,1,302,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20010,915 Spring Rd  NW,NULL,20010,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,915 SPRING ROAD NW,397708.28000000,140880.94000000,38.93581121,-77.02643266,Ward 4,002502,20010,226682,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Ross ES,1,305,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20009,1730 R St  NW,NULL,20009,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,1730 R STREET NW,396560.15000000,138281.53000000,38.91239115,-77.03966214,Ward 2,005301,20009,241714,100.00000000,DC Address,
2012-2013,Inspired Teaching Demonstration PCS,Inspired Teaching Demonstration PCS,165,3064,1100080,Regular school,Regular School,www.inspiredteachingschool.org,Yes,Open,NULL,Washington,20009,1328 Florida Ave NW,NULL,20009,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,1328 FLORIDA AVENUE NW,397329.20000000,139135.40000000,38.92008577,-77.03079817,Ward 1,004400,20009,240295,100.00000000,DC Address,
2012-2013,Mundo Verde Bilingual PCS,Mundo Verde Bilingual PCS,171,3065,1100086,Regular school,Regular School,www.mundoverdepcs.org,Yes,Open,NULL,Washington,20010,3220 16th St NW,NULL,20010,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3220 16TH STREET NW,396808.36000000,140381.96000000,38.93131343,-77.03681000,Ward 1,002702,20010,301528,100.00000000,DC Address,
2012-2013,Shining Stars Montessori PCS,Shining Stars Montessori PCS,166,3066,1100081,Regular school,Regular School,www.shiningstarsdc.org,Yes,Open,NULL,Washington,20009,1328 Florida Ave NW,NULL,20009,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1328 FLORIDA AVENUE NW,397329.20000000,139135.40000000,38.92008577,-77.03079817,Ward 1,004400,20009,240295,100.00000000,DC Address,
2012-2013,Richard Wright PCS for Journalism and Media Arts,Richard Wright PCS for Journalism and Media Arts,167,3067,1100082,Vocational Shared Time,Regular School,www.richardwrightpcs.org,Yes,Open,2nd fl,Washington,20003,770 M Street SE,NULL,20003,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,770 M STREET SE,400383.82000000,134351.84000000,38.87699771,-76.99557668,Ward 6,007200,20003,288946,100.00000000,DC Address,
2012-2013,Basis DC PCS,Basis DC PCS,168,3068,1100083,Regular school,Regular School,www.basisdc.org,Yes,New,NULL,Washington,20004,412 8th St NW,NULL,20004,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,412 8TH STREET NW,397979.04000000,136380.31000000,38.89526870,-77.02329647,Ward 2,005800,20004,243246,100.00000000,DC Address,
2012-2013,Creative Minds International PCS,Creative Minds International PCS,169,3069,1100084,Regular school,Regular School,http://www.creativemindspcs.org,Yes,Open,NULL,Washington,20010,3224 16th St NW,NULL,20010,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,3224 16TH STREET NW,396807.89000000,140403.83000000,38.93151044,-77.03681552,Ward 1,002702,20010,233551,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Savoy ES,1,307,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,2400 Shannon Pl SE,NULL,20020,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,2400 SHANNON PLACE SE,400555.08000000,132781.57000000,38.86285199,-76.99360426,Ward 8,007401,20020,278153,100.00000000,DC Address,
2012-2013,DC Scholars PCS,DC Scholars PCS,170,3070,1100085,Regular school,Regular School,www.dcscholars.org,Yes,New,NULL,Washington,20011,5601 E  Capitol St SE,NULL,20011,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,5601 EAST CAPITOL STREET SE,406789.33000000,135740.32000000,38.88947954,-76.92174283,Ward 7,009903,20019,294610,100.00000000,DC Address,
2012-2013,KIPP DC PCS,KIPP DC Heights Academy PCS,129,3071,1100031,Regular school,Regular School,www.kippdc.org,Yes,Open,NULL,Washington,20020,2600 Douglass Rd SE,NULL,20020,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2601 DOUGLASS ROAD SE,401078.58000000,132172.13000000,38.85736141,-76.98757335,Ward 8,007406,20020,276167,100.00000000,DC Address,
2012-2013,AppleTree Early Learning Center PCS,AppleTree Early Learning Center PCS Douglass Knoll,103,3072,1100054,Regular school,Regular School,www.appletreeinstitute.org,Yes,Open,NULL,Washington,20020,"2017 Savannah Terrace, SE",NULL,20020,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2017 SAVANNAH TERRACE SE,402177.09000000,131217.90000000,38.84876326,-76.97492010,Ward 8,007403,20020,278045,100.00000000,DC Address,
2012-2013,AppleTree Early Learning Center PCS,AppleTree Early Learning Center PCS Lincoln,103,3073,1100054,Regular school,Regular School,www.appletreeinstitute.org,Yes,Open,NULL,Washington,20002,"138 12th Street, NE",NULL,20002,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,138 12TH STREET NE,400821.07000000,135963.23000000,38.89151343,-76.99053567,Ward 6,008100,20002,65489,100.00000000,DC Address,
2012-2013,AppleTree Early Learning Center PCS,AppleTree Early Learning Center PCS Parkland,103,3074,1100054,Regular school,Regular School,www.appletreeinstitute.org,Yes,Open,NULL,Washington,20020,"2017 Savannah Terrace, SE",NULL,20020,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2017 SAVANNAH TERRACE SE,402177.09000000,131217.90000000,38.84876326,-76.97492010,Ward 8,007403,20020,278045,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Malcolm X ES,1,308,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,1351 Alabama Ave  SE,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,1351 ALABAMA AVENUE SE,401202.63000000,130797.63000000,38.84497916,-76.98614653,Ward 8,007304,20032,289201,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Seaton ES,1,309,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20001,1503 10th St  NW,NULL,20001,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,1503 10TH STREET NW,397841.92000000,138084.32000000,38.91061870,-77.02488247,Ward 6,004901,20001,279203,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Sharpe Health School,1,312,1100030,Special Education School,Special Education School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,4300 13th St  NW,NULL,20011,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,4300 13TH STREET NW,397358.67000000,141731.76000000,38.94347466,-77.03046833,Ward 4,002501,20011,255254,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Shepherd ES,1,313,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20012,7800 14th St  NW,NULL,20012,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,7800 14TH STREET NW,397054.62000000,146297.53000000,38.98460328,-77.03399523,Ward 4,001600,20012,256319,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Simon ES,1,315,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,401 Mississippi Ave  SE,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,401 MISSISSIPPI AVENUE SE,399983.07000000,129798.63000000,38.83598054,-77.00019500,Ward 8,009804,20032,294481,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Randle Highlands ES,1,316,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,1650 30th St  SE,NULL,20020,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,1650 30TH STREET SE,403093.17000000,133585.82000000,38.87009174,-76.96435628,Ward 7,007604,20020,156337,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Stanton ES,1,319,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,2701 Naylor Rd  SE,NULL,20020,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,2701 NAYLOR ROAD SE,402734.84000000,132384.63000000,38.85927211,-76.96849023,Ward 8,007502,20020,294547,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Stoddert ES,1,321,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20007,4001 Calvert St  NW,NULL,20007,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4001 CALVERT STREET NW,393143.05000000,139466.38000000,38.92304465,-77.07907380,Ward 3,000702,20007,224730,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Smothers ES,1,322,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,4400 Brooks St  NE,NULL,20019,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4400 BROOKS STREET NE,405337.95000000,136191.51000000,38.89355404,-76.93846864,Ward 7,007803,20019,294596,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Takoma EC,1,324,1100030,Vocational Shared Time,Vocational Shared Time,www.dcps.dc.gov,No,Open,NULL,Washington,20012,7010 Piney Branch Rd  NW,NULL,20012,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,7010 PINEY BRANCH ROAD NW,398024.76000000,145235.93000000,38.97504287,-77.02279493,Ward 4,010300,20012,250934,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Thomas ES,1,325,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20019,650 Anacostia Ave  NE,NULL,20019,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,650 ANACOSTIA AVENUE NE,404154.01000000,137048.33000000,38.90127897,-76.95211091,Ward 7,009602,20019,294493,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Thomson ES,1,326,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20005,1200 L St  NW,NULL,20005,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,1200 L STREET NW,397533.99000000,137293.77000000,38.90349634,-77.02843003,Ward 2,010100,20005,240922,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Truesdell EC,1,327,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,800 Ingraham St  NW,NULL,20011,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,800 INGRAHAM STREET NW,397826.84000000,142896.55000000,38.95396869,-77.02507158,Ward 4,002101,20011,294497,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Tubman ES,1,328,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20010,3101 13th St  NW,NULL,20010,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,3101 13TH STREET NW,397447.02000000,140146.96000000,38.92919857,-77.02944330,Ward 1,003000,20010,294555,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Turner ES,1,329,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,3264 Stanton Rd SE,NULL,20032,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,3264 STANTON ROAD SE,401708.96000000,131092.70000000,38.84763644,-76.98031323,Ward 8,007404,20020,294561,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Tyler ES,1,330,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20003,1001 G St  SE,NULL,20003,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,1001 G STREET SE,400690.52000000,134805.51000000,38.88108436,-76.99204166,Ward 6,007000,20003,294505,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Walker Jones EC,1,332,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20001,1125 New Jersey Ave NW,NULL,20001,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,1125 NEW JERSEY AVENUE NW,398792.97000000,137370.70000000,38.90419198,-77.01391569,Ward 6,004701,20001,307735,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Watkins ES Capitol Hill Cluster,1,333,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20003,420 12th St  SE,NULL,20003,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,420 12TH STREET SE,400867.92000000,135070.02000000,38.88346701,-76.98999677,Ward 6,006900,20003,294486,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Wheatley EC,1,335,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,1299 Neal St NE,NULL,20002,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,1299 NEAL STREET NE,400997.43000000,137362.43000000,38.90411774,-76.98850077,Ward 5,008802,20002,294512,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,West EC,1,336,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,1338 Farragut St  NW,NULL,20011,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,1338 FARRAGUT STREET NW,397204.26000000,142607.98000000,38.95136741,-77.03225306,Ward 4,002002,20011,294517,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Whittier EC,1,338,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20011,6201 5th St  NW,NULL,20011,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,6201 5TH STREET NW,398332.71000000,144216.17000000,38.96585727,-77.01923860,Ward 4,001902,20011,294614,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,J O Wilson ES,1,339,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20002,660 K Street NE,NULL,20002,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,660 K STREET NE,400295.87000000,137211.43000000,38.90275800,-76.99658902,Ward 6,010600,20002,288841,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Ferebee Hope ES,1,343,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,3999 8th St  SE,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,3999 8TH STREET SE,400419.94000000,129394.95000000,38.83234390,-76.99516344,Ward 8,009801,20032,294588,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,"King, M L ES",1,344,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20032,3200 6th St  SE,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,3200 6TH STREET SE,400152.88000000,130516.03000000,38.84244319,-76.99823899,Ward 8,009804,20032,294557,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Brookland EC at Bunker Hill,1,346,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20017,1401 Michigan Ave  NE,NULL,20017,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,1401 MICHIGAN AVENUE NE,401300.77000000,141569.11000000,38.94201247,-76.98499564,Ward 5,009503,20017,286131,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Marshall ES,1,351,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20018,3100 Fort Lincoln Dr  NE,NULL,20018,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,3100 FORT LINCOLN DRIVE NE,403673.61000000,139937.34000000,38.92730628,-76.95763370,Ward 5,009000,20018,294553,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,M C Terrell /McGogney ES,1,353,1100030,Special Education school,Special Education school,www.dcps.dc.gov,No,Open,NULL,Washington,20032,3301 Wheeler Rd SE,NULL,20032,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,3301 WHEELER ROAD SE,400512.16000000,130413.48000000,38.84151923,-76.99410056,Ward 8,009804,20032,294563,100.00000000,DC Address,
2012-2013,District of Columbia Public Schools,Winston EC,1,355,1100030,Regular school,Regular School,www.dcps.dc.gov,No,Open,NULL,Washington,20020,3100 Erie St  SE,NULL,20020,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,3100 ERIE STREET SE,403226.53000000,132196.58000000,38.85757641,-76.96282605,Ward 7,007603,20020,294554,100.00000000,DC Address,
